Date,Exercise,Category,Weight (lbs),Reps,Distance,Distance Unit,Time
2017-08-08,Reverse Grip Lat Pulldown,Back,120.0,10,,,
2017-08-08,Sit Ups,Abs,0.0,20,,,
2017-08-08,Archer Pushups,Chest,0.0,14,,,
2017-08-08,Kneeling Dumbbell Row,Back,35.0,10,,,
2017-08-08,Single Overhead Triceps Extension,Triceps,25.0,10,,,
2017-08-10,Side Plank,Abs,,,0.0,kg,0:00:00
2017-08-10,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-08-10,Medicine Ball Single Arm Pushups,Chest,0.0,12,,,
2017-08-10,Crunches,Abs,0.0,30,,,
2017-08-10,Front Dumbbell Raise,Shoulders,15.0,12,,,
2017-08-10,Horizontal Chest Press Machine,Chest,120.0,12,,,
2017-08-10,Standing Dumbbell Curl,Biceps,25.0,12,,,
2017-08-10,Side Plank,Abs,,,0.0,kg,0:00:00
2017-08-10,5's Dumbbell Curls,Biceps,30.0,12,,,
2017-08-10,Medicine Ball Single Arm Pushups,Chest,0.0,8,,,
2017-08-10,Crunches,Abs,0.0,30,,,
2017-08-10,Front Dumbbell Raise,Shoulders,10.0,12,,,
2017-08-10,Standing Dumbbell Curl,Biceps,25.0,12,,,
2017-08-10,Horizontal Chest Press Machine,Chest,120.0,11,,,
2017-08-10,Side Plank,Abs,,,0.0,kg,0:00:00
2017-08-10,5's Dumbbell Curls,Biceps,20.0,15,,,
2017-08-10,Medicine Ball Single Arm Pushups,Chest,0.0,6,,,
2017-08-10,Crunches,Abs,0.0,30,,,
2017-08-10,Front Dumbbell Raise,Shoulders,10.0,13,,,
2017-08-10,Horizontal Chest Press Machine,Chest,120.0,10,,,
2017-08-10,Standing Dumbbell Curl,Biceps,25.0,9,,,
2017-08-13,Standard Lat Pulldown,Back,120.0,15,,,
2017-08-13,Bicycle Crunches,Abs,0.0,22,,,
2017-08-13,Double Tricep Press,Triceps,45.0,18,,,
2017-08-13,Kneeling Dumbbell Row,Back,35.0,15,,,
2017-08-13,Penguin Toe Taps,Abs,0.0,20,,,
2017-08-13,Pushups,Chest,0.0,20,,,
2017-08-13,Seated Horizontal Mid Row,Back,140.0,12,,,
2017-08-13,Floor Tricep Raises,Triceps,0.0,18,,,
2017-08-13,Standard Lat Pulldown,Back,140.0,10,,,
2017-08-13,Bicycle Crunches,Abs,0.0,20,,,
2017-08-13,Double Tricep Press,Triceps,50.0,15,,,
2017-08-13,Kneeling Dumbbell Row,Back,40.0,10,,,
2017-08-13,Penguin Toe Taps,Abs,0.0,20,,,
2017-08-13,Pushups,Chest,0.0,20,,,
2017-08-13,Floor Tricep Raises,Triceps,0.0,10,,,
2017-08-13,Seated Horizontal Mid Row,Back,120.0,11,,,
2017-08-13,Standard Lat Pulldown,Back,120.0,10,,,
2017-08-13,Bicycle Crunches,Abs,0.0,20,,,
2017-08-13,Double Tricep Press,Triceps,50.0,15,,,
2017-08-13,Kneeling Dumbbell Row,Back,35.0,10,,,
2017-08-13,Penguin Toe Taps,Abs,0.0,20,,,
2017-08-13,Pushups,Chest,0.0,20,,,
2017-08-13,Seated Horizontal Mid Row,Back,120.0,10,,,
2017-08-13,Floor Tricep Raises,Triceps,0.0,15,,,
2017-08-14,Leg Press Machine,Quads,180.0,20,,,
2017-08-14,Lying Leg Raises,Abs,0.0,20,,,
2017-08-14,Machine Calf Raises,Calves,280.0,20,,,
2017-08-14,Leg Extension Machine,Quads,135.0,15,,,
2017-08-14,Crunches,Abs,0.0,30,,,
2017-08-14,Walking Lunges,Quads,50.0,20,,,
2017-08-14,Leg Curl,Hamstrings,135.0,15,,,
2017-08-14,Dumbbell Squats,Quads,45.0,18,,,
2017-08-14,Leg Press Machine,Quads,220.0,16,,,
2017-08-14,Lying Leg Raises,Abs,0.0,18,,,
2017-08-14,Machine Calf Raises,Calves,280.0,20,,,
2017-08-14,Leg Extension Machine,Quads,135.0,13,,,
2017-08-14,Crunches,Abs,0.0,30,,,
2017-08-14,Walking Lunges,Quads,50.0,18,,,
2017-08-14,Leg Curl,Hamstrings,155.0,15,,,
2017-08-14,Dumbbell Squats,Quads,50.0,13,,,
2017-08-14,Leg Press Machine,Quads,240.0,12,,,
2017-08-14,Lying Leg Raises,Abs,0.0,15,,,
2017-08-14,Machine Calf Raises,Calves,280.0,20,,,
2017-08-14,Leg Extension Machine,Quads,135.0,12,,,
2017-08-14,Crunches,Abs,0.0,30,,,
2017-08-14,Walking Lunges,Quads,40.0,20,,,
2017-08-14,Leg Curl,Hamstrings,155.0,15,,,
2017-08-14,Dumbbell Squats,Quads,50.0,10,,,
2017-08-16,Horizontal Chest Press Machine,Chest,120.0,18,,,
2017-08-16,Static V Pulses,Abs,0.0,30,,,
2017-08-16,Standing Dumbbell Curl,Biceps,25.0,12,,,
2017-08-16,Pushups,Chest,0.0,22,,,
2017-08-16,Penguin Toe Taps,Abs,0.0,20,,,
2017-08-16,Dumbbell Shrugs,Shoulders,50.0,16,,,
2017-08-16,Horizontal Incline Chest Press Machine,Chest,120.0,14,,,
2017-08-16,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-08-16,Horizontal Chest Press Machine,Chest,140.0,12,,,
2017-08-16,Static V Pulses,Abs,0.0,30,,,
2017-08-16,Standing Dumbbell Curl,Biceps,30.0,10,,,
2017-08-16,Penguin Toe Taps,Abs,0.0,20,,,
2017-08-16,Pushups,Chest,0.0,20,,,
2017-08-16,Dumbbell Shrugs,Shoulders,50.0,18,,,
2017-08-16,Horizontal Incline Chest Press Machine,Chest,140.0,9,,,
2017-08-16,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-08-16,Horizontal Chest Press Machine,Chest,140.0,10,,,
2017-08-16,Static V Pulses,Abs,0.0,30,,,
2017-08-16,Standing Dumbbell Curl,Biceps,30.0,8,,,
2017-08-16,Pushups,Chest,0.0,20,,,
2017-08-16,Penguin Toe Taps,Abs,0.0,20,,,
2017-08-16,Dumbbell Shrugs,Shoulders,50.0,16,,,
2017-08-16,Horizontal Incline Chest Press Machine,Chest,120.0,8,,,
2017-08-16,5's Dumbbell Curls,Biceps,20.0,15,,,
2017-08-28,Horizontal Chest Press Machine,Chest,120.0,16,,,
2017-08-28,Sit Ups,Abs,10.0,20,,,
2017-08-28,Kneeling Dumbbell Curl,Biceps,25.0,12,,,
2017-08-28,Pushups,Chest,0.0,20,,,
2017-08-28,Penguin Toe Taps,Abs,0.0,20,,,
2017-08-28,Dumbbell Shrugs,Shoulders,45.0,20,,,
2017-08-28,Horizontal Incline Chest Press Machine,Chest,140.0,14,,,
2017-08-28,5's Dumbbell Curls,Biceps,20.0,21,,,
2017-08-28,Horizontal Chest Press Machine,Chest,140.0,12,,,
2017-08-28,Sit Ups,Abs,10.0,20,,,
2017-08-28,Kneeling Dumbbell Curl,Biceps,30.0,8,,,
2017-08-28,Pushups,Chest,0.0,20,,,
2017-08-28,Penguin Toe Taps,Abs,0.0,20,,,
2017-08-28,Dumbbell Shrugs,Shoulders,50.0,16,,,
2017-08-28,Horizontal Incline Chest Press Machine,Chest,160.0,7,,,
2017-08-28,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-08-28,Horizontal Chest Press Machine,Chest,140.0,10,,,
2017-08-28,Sit Ups,Abs,10.0,20,,,
2017-08-28,Kneeling Dumbbell Curl,Biceps,25.0,8,,,
2017-08-28,Pushups,Chest,0.0,19,,,
2017-08-28,Penguin Toe Taps,Abs,0.0,20,,,
2017-08-28,Dumbbell Shrugs,Shoulders,50.0,16,,,
2017-08-28,Horizontal Incline Chest Press Machine,Chest,140.0,6,,,
2017-08-28,5's Dumbbell Curls,Biceps,20.0,15,,,
2017-08-29,Leg Press Machine,Quads,220.0,20,,,
2017-08-29,Plank Knee Raises,Abs,0.0,20,,,
2017-08-29,Machine Inner Calves,Calves,240.0,20,,,
2017-08-29,Leg Curl,Hamstrings,135.0,18,,,
2017-08-29,Wall Sit 1:00,Quads,10.0,1,,,
2017-08-29,Bicycle Crunches,Abs,0.0,20,,,
2017-08-29,Single Leg Deadlift,Hamstrings,35.0,10,,,
2017-08-29,Leg Extension Machine,Quads,155.0,15,,,
2017-08-29,Leg Press Machine,Quads,220.0,20,,,
2017-08-29,Plank Knee Raises,Abs,0.0,20,,,
2017-08-29,Machine Inner Calves,Calves,260.0,20,,,
2017-08-29,Leg Curl,Hamstrings,155.0,16,,,
2017-08-29,Wall Sit 1:00,Quads,12.0,1,,,
2017-08-29,Bicycle Crunches,Abs,0.0,20,,,
2017-08-29,Leg Extension Machine,Quads,155.0,10,,,
2017-08-29,Single Leg Deadlift,Hamstrings,35.0,8,,,
2017-08-29,Leg Press Machine,Quads,260.0,15,,,
2017-08-29,Plank Knee Raises,Abs,0.0,20,,,
2017-08-29,Machine Inner Calves,Calves,280.0,20,,,
2017-08-29,Leg Curl,Hamstrings,155.0,15,,,
2017-08-29,Wall Sit 1:00,Quads,10.0,1,,,
2017-08-29,Bicycle Crunches,Abs,0.0,20,,,
2017-08-29,Single Leg Deadlift,Hamstrings,30.0,8,,,
2017-08-29,Leg Extension Machine,Quads,155.0,10,,,
2017-08-30,Wide Lat Pulldown,Back,120.0,15,,,
2017-08-30,Penguin Toe Taps,Abs,0.0,20,,,
2017-08-30,Double Tricep Press,Triceps,45.0,20,,,
2017-08-30,Seated Vertical Mid Row,Back,140.0,15,,,
2017-08-30,Russian Twists,Abs,10.0,15,,,
2017-08-30,Pushups,Chest,0.0,20,,,
2017-08-30,Floor Tricep Raises,Triceps,0.0,18,,,
2017-08-30,Wide Lat Pulldown,Back,140.0,11,,,
2017-08-30,Penguin Toe Taps,Abs,0.0,20,,,
2017-08-30,Double Tricep Press,Triceps,50.0,15,,,
2017-08-30,Seated Vertical Mid Row,Back,140.0,12,,,
2017-08-30,Russian Twists,Abs,10.0,13,,,
2017-08-30,Pushups,Chest,0.0,20,,,
2017-08-30,Floor Tricep Raises,Triceps,0.0,14,,,
2017-08-30,Wide Lat Pulldown,Back,120.0,10,,,
2017-08-30,Penguin Toe Taps,Abs,0.0,20,,,
2017-08-30,Double Tricep Press,Triceps,50.0,15,,,
2017-08-30,Seated Vertical Mid Row,Back,120.0,12,,,
2017-08-30,Russian Twists,Abs,10.0,12,,,
2017-08-30,Pushups,Chest,0.0,20,,,
2017-08-30,Floor Tricep Raises,Triceps,0.0,15,,,
2017-09-01,Pushups,Chest,0.0,25,,,
2017-09-01,Crunches,Abs,10.0,20,,,
2017-09-01,Dumbbell Hammer Curl,Biceps,30.0,12,,,
2017-09-01,Archer Pushups,Chest,0.0,20,,,
2017-09-01,Plank 1:00,Abs,0.0,1,,,
2017-09-01,Standing Dumbbell Curl,Biceps,30.0,9,,,
2017-09-01,Sitting Military Press,Shoulders,30.0,12,,,
2017-09-01,Vertical Chest Press Machine,Chest,140.0,10,,,
2017-09-01,Pushups,Chest,0.0,18,,,
2017-09-01,Crunches,Abs,10.0,20,,,
2017-09-01,Dumbbell Hammer Curl,Biceps,30.0,9,,,
2017-09-01,Archer Pushups,Chest,0.0,14,,,
2017-09-01,Plank 1:00,Abs,0.0,1,,,
2017-09-01,Standing Dumbbell Curl,Biceps,25.0,9,,,
2017-09-01,Sitting Military Press,Shoulders,25.0,10,,,
2017-09-01,Vertical Chest Press Machine,Chest,120.0,6,,,
2017-09-01,Pushups,Chest,0.0,16,,,
2017-09-01,Crunches,Abs,10.0,20,,,
2017-09-01,Dumbbell Hammer Curl,Biceps,25.0,12,,,
2017-09-01,Archer Pushups,Chest,0.0,12,,,
2017-09-01,Plank 1:00,Abs,0.0,1,,,
2017-09-01,Standing Dumbbell Curl,Biceps,20.0,10,,,
2017-09-01,Sitting Military Press,Shoulders,25.0,10,,,
2017-09-01,Vertical Chest Press Machine,Chest,100.0,8,,,
2017-09-07,Seated Horizontal Mid Row,Back,120.0,18,,,
2017-09-07,Russian Twists,Abs,10.0,16,,,
2017-09-07,Tricep Kickback,Triceps,25.0,15,,,
2017-09-07,Reverse Grip Lat Pulldown,Back,120.0,15,,,
2017-09-07,Sit Ups,Abs,0.0,20,,,
2017-09-07,Archer Pushups,Chest,0.0,20,,,
2017-09-07,Kneeling Dumbbell Row,Back,35.0,15,,,
2017-09-07,Single Overhead Triceps Extension,Triceps,25.0,13,,,
2017-09-07,Seated Horizontal Mid Row,Back,140.0,12,,,
2017-09-07,Russian Twists,Abs,10.0,15,,,
2017-09-07,Tricep Kickback,Triceps,25.0,12,,,
2017-09-07,Reverse Grip Lat Pulldown,Back,140.0,9,,,
2017-09-07,Sit Ups,Abs,0.0,20,,,
2017-09-07,Archer Pushups,Chest,0.0,20,,,
2017-09-07,Kneeling Dumbbell Row,Back,40.0,12,,,
2017-09-07,Single Overhead Triceps Extension,Triceps,25.0,12,,,
2017-09-07,Seated Horizontal Mid Row,Back,120.0,10,,,
2017-09-07,Russian Twists,Abs,10.0,12,,,
2017-09-07,Tricep Kickback,Triceps,25.0,10,,,
2017-09-07,Reverse Grip Lat Pulldown,Back,120.0,10,,,
2017-09-07,Sit Ups,Abs,0.0,20,,,
2017-09-07,Archer Pushups,Chest,0.0,18,,,
2017-09-07,Kneeling Dumbbell Row,Back,40.0,10,,,
2017-09-08,Side Plank,Abs,,,0.0,kg,0:00:00
2017-09-08,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-09-08,Medicine Ball Single Arm Pushups,Chest,0.0,10,,,
2017-09-08,Crunches,Abs,0.0,25,,,
2017-09-08,Front Dumbbell Raise,Shoulders,15.0,12,,,
2017-09-08,Horizontal Chest Press Machine,Chest,140.0,13,,,
2017-09-08,Standing Dumbbell Curl,Biceps,30.0,10,,,
2017-09-08,Side Plank,Abs,,,0.0,kg,0:00:00
2017-09-08,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-09-08,Medicine Ball Single Arm Pushups,Chest,0.0,10,,,
2017-09-08,Crunches,Abs,0.0,25,,,
2017-09-08,Front Dumbbell Raise,Shoulders,15.0,10,,,
2017-09-08,Horizontal Chest Press Machine,Chest,140.0,10,,,
2017-09-08,Standing Dumbbell Curl,Biceps,25.0,10,,,
2017-09-08,Side Plank,Abs,,,0.0,kg,0:00:00
2017-09-08,5's Dumbbell Curls,Biceps,20.0,21,,,
2017-09-08,Medicine Ball Single Arm Pushups,Chest,0.0,8,,,
2017-09-08,Crunches,Abs,0.0,25,,,
2017-09-08,Front Dumbbell Raise,Shoulders,15.0,10,,,
2017-09-08,Horizontal Chest Press Machine,Chest,120.0,12,,,
2017-09-08,Standing Dumbbell Curl,Biceps,25.0,9,,,
2017-09-12,Leg Press Machine,Quads,220.0,20,,,
2017-09-12,Bicycle Crunches,Abs,0.0,30,,,
2017-09-12,Machine Calf Raises,Calves,280.0,18,,,
2017-09-12,Leg Extension Machine,Quads,135.0,15,,,
2017-09-12,Crunches,Abs,0.0,30,,,
2017-09-12,Walking Lunges,Quads,40.0,20,,,
2017-09-12,Leg Curl,Hamstrings,135.0,20,,,
2017-09-12,Dumbbell Squats,Quads,45.0,16,,,
2017-09-12,Leg Press Machine,Quads,240.0,16,,,
2017-09-12,Bicycle Crunches,Abs,0.0,30,,,
2017-09-12,Machine Calf Raises,Calves,280.0,20,,,
2017-09-12,Leg Extension Machine,Quads,155.0,12,,,
2017-09-12,Crunches,Abs,0.0,30,,,
2017-09-12,Walking Lunges,Quads,40.0,20,,,
2017-09-12,Leg Curl,Hamstrings,155.0,15,,,
2017-09-12,Dumbbell Squats,Quads,45.0,15,,,
2017-09-12,Leg Press Machine,Quads,240.0,13,,,
2017-09-12,Bicycle Crunches,Abs,0.0,30,,,
2017-09-12,Machine Calf Raises,Calves,280.0,20,,,
2017-09-12,Crunches,Abs,0.0,30,,,
2017-09-12,Leg Extension Machine,Quads,155.0,10,,,
2017-09-12,Walking Lunges,Quads,40.0,18,,,
2017-09-12,Leg Curl,Hamstrings,155.0,15,,,
2017-09-12,Dumbbell Squats,Quads,45.0,10,,,
2017-09-13,Horizontal Chest Press Machine,Chest,140.0,15,,,
2017-09-13,Dumbbell Hammer Curl,Biceps,30.0,12,,,
2017-09-13,Plank Knee Raises,Abs,0.0,20,,,
2017-09-13,Pushups,Chest,0.0,20,,,
2017-09-13,Dumbbell Shrugs,Shoulders,50.0,20,,,
2017-09-13,Penguin Toe Taps,Abs,0.0,25,,,
2017-09-13,Horizontal Incline Chest Press Machine,Chest,140.0,13,,,
2017-09-13,5's Dumbbell Curls,Biceps,25.0,18,,,
2017-09-13,Horizontal Chest Press Machine,Chest,140.0,12,,,
2017-09-13,Dumbbell Hammer Curl,Biceps,25.0,10,,,
2017-09-13,Plank Knee Raises,Abs,0.0,20,,,
2017-09-13,Pushups,Chest,0.0,13,,,
2017-09-13,Dumbbell Shrugs,Shoulders,50.0,18,,,
2017-09-13,Penguin Toe Taps,Abs,0.0,25,,,
2017-09-13,Horizontal Incline Chest Press Machine,Chest,140.0,10,,,
2017-09-13,5's Dumbbell Curls,Biceps,20.0,21,,,
2017-09-13,Horizontal Chest Press Machine,Chest,140.0,10,,,
2017-09-13,Dumbbell Hammer Curl,Biceps,25.0,8,,,
2017-09-13,Plank Knee Raises,Abs,0.0,20,,,
2017-09-13,Pushups,Chest,0.0,12,,,
2017-09-13,Dumbbell Shrugs,Shoulders,45.0,20,,,
2017-09-13,Penguin Toe Taps,Abs,0.0,25,,,
2017-09-13,Horizontal Incline Chest Press Machine,Chest,140.0,8,,,
2017-09-14,Running (Outdoor),Cardio,,,1.5,mi,0:10:50
2017-09-15,Standard Lat Pulldown,Back,140.0,10,,,
2017-09-15,Sit Ups,Abs,15.0,20,,,
2017-09-15,Skull Crushers,Triceps,40.0,15,,,
2017-09-15,Seated Vertical Mid Row,Back,140.0,15,,,
2017-09-15,Lying Leg Raises,Abs,0.0,15,,,
2017-09-15,Sitting Military Press,Shoulders,25.0,20,,,
2017-09-15,Wide Lat Pulldown,Back,140.0,9,,,
2017-09-15,Double Tricep Press,Triceps,50.0,13,,,
2017-09-15,Standard Lat Pulldown,Back,120.0,10,,,
2017-09-15,Sit Ups,Abs,10.0,20,,,
2017-09-15,Skull Crushers,Triceps,40.0,12,,,
2017-09-15,Seated Vertical Mid Row,Back,120.0,15,,,
2017-09-15,Lying Leg Raises,Abs,0.0,15,,,
2017-09-15,Sitting Military Press,Shoulders,30.0,12,,,
2017-09-15,Wide Lat Pulldown,Back,120.0,10,,,
2017-09-15,Double Tricep Press,Triceps,45.0,12,,,
2017-09-15,Standard Lat Pulldown,Back,120.0,12,,,
2017-09-15,Sit Ups,Abs,10.0,20,,,
2017-09-15,Skull Crushers,Triceps,40.0,12,,,
2017-09-15,Seated Vertical Mid Row,Back,120.0,15,,,
2017-09-15,Lying Leg Raises,Abs,0.0,15,,,
2017-09-15,Sitting Military Press,Shoulders,30.0,13,,,
2017-09-15,Wide Lat Pulldown,Back,120.0,10,,,
2017-09-15,Double Tricep Press,Triceps,45.0,15,,,
2017-09-17,Side Plank,Abs,,,0.0,kg,0:00:00
2017-09-17,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-09-17,Medicine Ball Single Arm Pushups,Chest,0.0,10,,,
2017-09-17,Crunches,Abs,0.0,30,,,
2017-09-17,Front Dumbbell Raise,Shoulders,15.0,12,,,
2017-09-17,Horizontal Chest Press Machine,Chest,140.0,13,,,
2017-09-17,Standing Dumbbell Curl,Biceps,30.0,10,,,
2017-09-17,Side Plank,Abs,,,0.0,kg,0:00:00
2017-09-17,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-09-17,Medicine Ball Single Arm Pushups,Chest,0.0,10,,,
2017-09-17,Crunches,Abs,0.0,30,,,
2017-09-17,Front Dumbbell Raise,Shoulders,10.0,12,,,
2017-09-17,Horizontal Chest Press Machine,Chest,140.0,10,,,
2017-09-17,Standing Dumbbell Curl,Biceps,30.0,8,,,
2017-09-17,Side Plank,Abs,,,0.0,kg,0:00:00
2017-09-17,5's Dumbbell Curls,Biceps,20.0,15,,,
2017-09-17,Medicine Ball Single Arm Pushups,Chest,0.0,10,,,
2017-09-17,Crunches,Abs,0.0,30,,,
2017-09-17,Front Dumbbell Raise,Shoulders,10.0,12,,,
2017-09-17,Horizontal Chest Press Machine,Chest,140.0,10,,,
2017-09-17,Standing Dumbbell Curl,Biceps,30.0,7,,,
2017-09-17,Running (Outdoor),Cardio,,,1.51,mi,0:13:32
2017-09-18,Leg Press Machine,Quads,240.0,20,,,
2017-09-18,Plank Knee Raises,Abs,0.0,30,,,
2017-09-18,Machine Inner Calves,Calves,280.0,20,,,
2017-09-18,Leg Curl,Hamstrings,155.0,15,,,
2017-09-18,Wall Sit 1:00,Quads,10.0,1,,,
2017-09-18,Bicycle Crunches,Abs,0.0,30,,,
2017-09-18,Single Leg Deadlift,Hamstrings,35.0,10,,,
2017-09-18,Leg Extension Machine,Quads,155.0,15,,,
2017-09-18,Leg Press Machine,Quads,260.0,15,,,
2017-09-18,Plank Knee Raises,Abs,0.0,30,,,
2017-09-18,Machine Inner Calves,Calves,280.0,20,,,
2017-09-18,Wall Sit 1:00,Quads,10.0,1,,,
2017-09-18,Single Leg Deadlift,Hamstrings,35.0,8,,,
2017-09-18,Bicycle Crunches,Abs,0.0,30,,,
2017-09-18,Leg Curl,Hamstrings,155.0,15,,,
2017-09-18,Leg Extension Machine,Quads,155.0,12,,,
2017-09-18,Leg Press Machine,Quads,260.0,13,,,
2017-09-18,Plank Knee Raises,Abs,0.0,30,,,
2017-09-18,Machine Inner Calves,Calves,280.0,20,,,
2017-09-18,Leg Curl,Hamstrings,155.0,15,,,
2017-09-18,Wall Sit 1:00,Quads,8.0,1,,,
2017-09-18,Bicycle Crunches,Abs,0.0,30,,,
2017-09-18,Single Leg Deadlift,Hamstrings,30.0,8,,,
2017-09-18,Leg Extension Machine,Quads,155.0,12,,,
2017-09-19,Seated Horizontal Mid Row,Back,120.0,20,,,
2017-09-19,Russian Twists,Abs,10.0,15,,,
2017-09-19,Floor Tricep Raises,Triceps,0.0,20,,,
2017-09-19,Reverse Grip Lat Pulldown,Back,120.0,15,,,
2017-09-19,Sit Ups,Abs,10.0,20,,,
2017-09-19,Archer Pushups,Chest,0.0,18,,,
2017-09-19,Kneeling Dumbbell Row,Back,40.0,13,,,
2017-09-19,Single Overhead Triceps Extension,Triceps,25.0,15,,,
2017-09-19,Seated Horizontal Mid Row,Back,120.0,15,,,
2017-09-19,Russian Twists,Abs,10.0,15,,,
2017-09-19,Floor Tricep Raises,Triceps,10.0,18,,,
2017-09-19,Reverse Grip Lat Pulldown,Back,120.0,13,,,
2017-09-19,Sit Ups,Abs,10.0,20,,,
2017-09-19,Archer Pushups,Chest,0.0,16,,,
2017-09-19,Kneeling Dumbbell Row,Back,40.0,10,,,
2017-09-19,Single Overhead Triceps Extension,Triceps,25.0,12,,,
2017-09-19,Seated Horizontal Mid Row,Back,120.0,12,,,
2017-09-19,Russian Twists,Abs,10.0,15,,,
2017-09-19,Floor Tricep Raises,Triceps,10.0,20,,,
2017-09-19,Reverse Grip Lat Pulldown,Back,120.0,11,,,
2017-09-19,Sit Ups,Abs,10.0,20,,,
2017-09-19,Archer Pushups,Chest,0.0,16,,,
2017-09-19,Kneeling Dumbbell Row,Back,35.0,10,,,
2017-09-19,Single Overhead Triceps Extension,Triceps,20.0,12,,,
2017-09-21,Horizontal Chest Press Machine,Chest,140.0,12,,,
2017-09-21,Dumbbell Hammer Curl,Biceps,30.0,12,,,
2017-09-21,Plank Knee Raises,Abs,0.0,20,,,
2017-09-21,Pushups,Chest,0.0,20,,,
2017-09-21,Dumbbell Shrugs,Shoulders,50.0,20,,,
2017-09-21,Penguin Toe Taps,Abs,0.0,25,,,
2017-09-21,Horizontal Incline Chest Press Machine,Chest,140.0,12,,,
2017-09-21,5's Dumbbell Curls,Biceps,30.0,9,,,
2017-09-21,Horizontal Chest Press Machine,Chest,140.0,13,,,
2017-09-21,Dumbbell Hammer Curl,Biceps,30.0,11,,,
2017-09-21,Plank Knee Raises,Abs,0.0,20,,,
2017-09-21,Pushups,Chest,0.0,15,,,
2017-09-21,Dumbbell Shrugs,Shoulders,50.0,20,,,
2017-09-21,Penguin Toe Taps,Abs,0.0,25,,,
2017-09-21,Horizontal Incline Chest Press Machine,Chest,140.0,10,,,
2017-09-21,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-09-21,Horizontal Chest Press Machine,Chest,140.0,12,,,
2017-09-21,Dumbbell Hammer Curl,Biceps,30.0,9,,,
2017-09-21,Plank Knee Raises,Abs,0.0,20,,,
2017-09-21,Pushups,Chest,0.0,12,,,
2017-09-21,Dumbbell Shrugs,Shoulders,50.0,18,,,
2017-09-21,Penguin Toe Taps,Abs,0.0,25,,,
2017-09-21,Horizontal Incline Chest Press Machine,Chest,140.0,10,,,
2017-09-21,5's Dumbbell Curls,Biceps,25.0,15,,,
2017-09-26,Pushups,Chest,0.0,25,,,
2017-09-26,Crunches,Abs,0.0,30,,,
2017-09-26,Standing Dumbbell Curl,Biceps,25.0,12,,,
2017-09-26,Archer Pushups,Chest,0.0,20,,,
2017-09-26,Bicycle Crunches,Abs,0.0,20,,,
2017-09-26,Sitting Military Press,Shoulders,30.0,12,,,
2017-09-26,Horizontal Incline Chest Press Machine,Chest,120.0,11,,,
2017-09-26,Dumbbell Hammer Curl,Biceps,30.0,10,,,
2017-09-26,Pushups,Chest,0.0,20,,,
2017-09-26,Crunches,Abs,0.0,30,,,
2017-09-26,Standing Dumbbell Curl,Biceps,30.0,9,,,
2017-09-26,Archer Pushups,Chest,0.0,16,,,
2017-09-26,Bicycle Crunches,Abs,0.0,20,,,
2017-09-26,Sitting Military Press,Shoulders,30.0,11,,,
2017-09-26,Horizontal Incline Chest Press Machine,Chest,120.0,8,,,
2017-09-26,Standing Dumbbell Curl,Biceps,25.0,12,,,
2017-09-26,Pushups,Chest,0.0,18,,,
2017-09-26,Crunches,Abs,0.0,30,,,
2017-09-26,Dumbbell Hammer Curl,Biceps,25.0,12,,,
2017-09-26,Archer Pushups,Chest,0.0,14,,,
2017-09-26,Bicycle Crunches,Abs,0.0,18,,,
2017-09-26,Sitting Military Press,Shoulders,25.0,12,,,
2017-09-26,Horizontal Incline Chest Press Machine,Chest,100.0,7,,,
2017-09-27,Wall Sit 1:00,Quads,6.0,1,,,
2017-09-27,Wall Sit 1:00,Quads,6.0,1,,,
2017-09-27,Wall Sit 1:00,Quads,0.0,1,,,
2017-09-27,Lying Leg Raises,Abs,0.0,20,,,
2017-09-27,Lying Leg Raises,Abs,0.0,18,,,
2017-09-27,Lying Leg Raises,Abs,0.0,15,,,
2017-09-27,Machine Calf Raises,Calves,280.0,20,,,
2017-09-27,Machine Calf Raises,Calves,280.0,20,,,
2017-09-27,Machine Calf Raises,Calves,280.0,20,,,
2017-09-27,Leg Press Machine,Quads,260.0,15,,,
2017-09-27,Leg Press Machine,Quads,260.0,15,,,
2017-09-27,Leg Press Machine,Quads,280.0,12,,,
2017-09-27,Sit Ups,Abs,6.0,30,,,
2017-09-27,Sit Ups,Abs,6.0,30,,,
2017-09-27,Leg Extension Machine,Quads,135.0,15,,,
2017-09-27,Leg Extension Machine,Quads,155.0,12,,,
2017-09-27,Leg Curl,Hamstrings,155.0,15,,,
2017-09-27,Leg Curl,Hamstrings,155.0,15,,,
2017-09-27,Dumbbell Lunges,Quads,25.0,10,,,
2017-09-27,Dumbbell Lunges,Quads,20.0,8,,,
2017-09-27,Leg Extension Machine,Quads,135.0,15,,,
2017-09-27,Leg Curl,Hamstrings,155.0,15,,,
2017-09-27,Dumbbell Lunges,Quads,20.0,8,,,
2017-09-28,Seated Vertical Mid Row,Back,140.0,15,,,
2017-09-28,X Crunches,Abs,0.0,20,,,
2017-09-28,Skull Crushers,Triceps,40.0,15,,,
